student_id,name,exam_no,exam_date,exam_label,total_score,max_score,percentage,rank,percentile
STU069,Amit Sharma,4,2024-03-09,NEET Mock 04,369,728,50.69,11,89.9
STU016,Nisha Pandey,4,2024-03-09,NEET Mock 04,368,728,50.55,12,88.89
STU047,Avni Krishnan,4,2024-03-09,NEET Mock 04,364,728,50.0,13,87.88
STU057,Sneha Tiwari,4,2024-03-09,NEET Mock 04,363,728,49.86,14,86.87
STU043,Naman Gupta,4,2024-03-09,NEET Mock 04,362,728,49.73,15,85.86
STU013,Pinki Verma,4,2024-03-09,NEET Mock 04,360,728,49.45,16,84.85
STU017,Ravi Tripathi,4,2024-03-09,NEET Mock 04,358,728,49.18,17,83.84
STU048,Aadhya Shah,4,2024-03-09,NEET Mock 04,357,728,49.04,18,82.83
STU015,Amit Menon,4,2024-03-09,NEET Mock 04,349,728,47.94,19,81.82
STU078,Pranav Mehta,4,2024-03-09,NEET Mock 04,345,728,47.39,20,80.81
STU059,Usha Sharma,4,2024-03-09,NEET Mock 04,340,728,46.7,21,79.8
STU032,Sumit Srivastava,4,2024-03-09,NEET Mock 04,337,728,46.29,22,78.79
STU049,Amit Joshi,4,2024-03-09,NEET Mock 04,337,728,46.29,23,77.78
STU021,Sneha Shah,4,2024-03-09,NEET Mock 04,333,728,45.74,24,76.77
STU082,Anita Bhat,4,2024-03-09,NEET Mock 04,331,728,45.47,25,75.76
STU040,Rohit Pandey,4,2024-03-09,NEET Mock 04,322,728,44.23,26,74.75
STU028,Sunita Chaturvedi,4,2024-03-09,NEET Mock 04,320,728,43.96,27,73.74
STU083,Ritesh Menon,4,2024-03-09,NEET Mock 04,319,728,43.82,28,72.73
STU026,Parth Pillai,4,2024-03-09,NEET Mock 04,318,728,43.68,29,71.72
STU062,Om Bhat,4,2024-03-09,NEET Mock 04,317,728,43.54,30,70.71
STU095,Arjun Tiwari,4,2024-03-09,NEET Mock 04,316,728,43.41,31,69.7
STU033,Lokesh Singh,4,2024-03-09,NEET Mock 04,315,728,43.27,32,68.69
STU056,Diya Reddy,4,2024-03-09,NEET Mock 04,313,728,42.99,33,67.68
STU001,Rekha Kumar,4,2024-03-09,NEET Mock 04,310,728,42.58,34,66.67
STU073,Arnav Tiwari,4,2024-03-09,NEET Mock 04,309,728,42.45,35,65.66
STU060,Suresh Agarwal,4,2024-03-09,NEET Mock 04,308,728,42.31,36,64.65
STU039,Sandeep Gupta,4,2024-03-09,NEET Mock 04,307,728,42.17,37,63.64
STU081,Vihaan Saxena,4,2024-03-09,NEET Mock 04,307,728,42.17,38,62.63
STU037,Priya Patel,4,2024-03-09,NEET Mock 04,301,728,41.35,39,61.62
STU027,Aanya Pandey,4,2024-03-09,NEET Mock 04,300,728,41.21,40,60.61
STU070,Aanya Verma,4,2024-03-09,NEET Mock 04,300,728,41.21,41,59.6
STU075,Vihaan Kaur,4,2024-03-09,NEET Mock 04,300,728,41.21,42,58.59
STU022,Krishna Joshi,4,2024-03-09,NEET Mock 04,299,728,41.07,43,57.58
STU064,Shaurya Gupta,4,2024-03-09,NEET Mock 04,298,728,40.93,44,56.57
STU063,Rohit Rao,4,2024-03-09,NEET Mock 04,297,728,40.8,45,55.56
STU045,Anaya Iyer,4,2024-03-09,NEET Mock 04,294,728,40.38,46,54.55
STU079,Suresh Rao,4,2024-03-09,NEET Mock 04,294,728,40.38,47,53.54
STU091,Arnav Iyer,4,2024-03-09,NEET Mock 04,294,728,40.38,48,52.53
STU004,Arnav Yadav,4,2024-03-09,NEET Mock 04,293,728,40.25,49,51.52
STU007,Kiara Subramaniam,4,2024-03-09,NEET Mock 04,293,728,40.25,50,50.51
STU010,Arjun Iyer,4,2024-03-09,NEET Mock 04,291,728,39.97,51,49.49
STU094,Savita Singh,4,2024-03-09,NEET Mock 04,290,728,39.84,52,48.48
STU003,Om Shukla,4,2024-03-09,NEET Mock 04,286,728,39.29,53,47.47
STU038,Sandeep Dubey,4,2024-03-09,NEET Mock 04,285,728,39.15,54,46.46
STU100,Kavya Shukla,4,2024-03-09,NEET Mock 04,285,728,39.15,55,45.45
STU023,Krishna Bhat,4,2024-03-09,NEET Mock 04,284,728,39.01,56,44.44
STU052,Naman Singh,4,2024-03-09,NEET Mock 04,284,728,39.01,57,43.43
STU097,Ishaan Verma,4,2024-03-09,NEET Mock 04,282,728,38.74,58,42.42
STU076,Pratik Nair,4,2024-03-09,NEET Mock 04,280,728,38.46,59,41.41
STU098,Gaurav Nair,4,2024-03-09,NEET Mock 04,280,728,38.46,60,40.4
STU002,Akash Verma,4,2024-03-09,NEET Mock 04,279,728,38.32,61,39.39
STU085,Puja Chaturvedi,4,2024-03-09,NEET Mock 04,279,728,38.32,62,38.38
STU087,Pratik Menon,4,2024-03-09,NEET Mock 04,276,728,37.91,63,37.37
STU074,Diya Tripathi,4,2024-03-09,NEET Mock 04,274,728,37.64,64,36.36
STU077,Sai Patel,4,2024-03-09,NEET Mock 04,267,728,36.68,65,35.35
STU089,Pinki Saxena,4,2024-03-09,NEET Mock 04,267,728,36.68,66,34.34
STU054,Puja Bhat,4,2024-03-09,NEET Mock 04,265,728,36.4,67,33.33
STU080,Priya Krishnan,4,2024-03-09,NEET Mock 04,264,728,36.26,68,32.32
STU086,Dhruv Pillai,4,2024-03-09,NEET Mock 04,256,728,35.16,69,31.31
STU035,Shreya Shah,4,2024-03-09,NEET Mock 04,255,728,35.03,70,30.3
STU031,Pooja Yadav,4,2024-03-09,NEET Mock 04,246,728,33.79,71,29.29
STU051,Aadhya Pandey,4,2024-03-09,NEET Mock 04,243,728,33.38,72,28.28
STU024,Kabir Pillai,4,2024-03-09,NEET Mock 04,241,728,33.1,73,27.27
STU058,Varun Bhat,4,2024-03-09,NEET Mock 04,238,728,32.69,74,26.26
STU096,Pratik Reddy,4,2024-03-09,NEET Mock 04,235,728,32.28,75,25.25
STU029,Sumit Yadav,4,2024-03-09,NEET Mock 04,234,728,32.14,76,24.24
STU088,Divya Sharma,4,2024-03-09,NEET Mock 04,234,728,32.14,77,23.23
STU030,Tanvi Mehta,4,2024-03-09,NEET Mock 04,232,728,31.87,78,22.22
STU099,Sai Bhat,4,2024-03-09,NEET Mock 04,229,728,31.46,79,21.21
STU067,Puja Pillai,4,2024-03-09,NEET Mock 04,224,728,30.77,80,20.2
STU008,Lata Pandey,4,2024-03-09,NEET Mock 04,221,728,30.36,81,19.19
STU034,Shaurya Mehta,4,2024-03-09,NEET Mock 04,220,728,30.22,82,18.18
STU020,Savita Saxena,4,2024-03-09,NEET Mock 04,219,728,30.08,83,17.17
STU072,Sunita Singh,4,2024-03-09,NEET Mock 04,218,728,29.95,84,16.16
STU053,Sneha Reddy,4,2024-03-09,NEET Mock 04,217,728,29.81,85,15.15
STU065,Pawan Agarwal,4,2024-03-09,NEET Mock 04,214,728,29.4,86,14.14
STU084,Navya Shah,4,2024-03-09,NEET Mock 04,205,728,28.16,87,13.13
STU019,Isha Bhat,4,2024-03-09,NEET Mock 04,202,728,27.75,88,12.12
STU046,Radha Iyer,4,2024-03-09,NEET Mock 04,200,728,27.47,89,11.11
STU011,Sunita Saxena,4,2024-03-09,NEET Mock 04,197,728,27.06,90,10.1
STU006,Ritu Bhat,4,2024-03-09,NEET Mock 04,194,728,26.65,91,9.09
STU050,Lokesh Mehta,4,2024-03-09,NEET Mock 04,194,728,26.65,92,8.08
STU068,Dev Joshi,4,2024-03-09,NEET Mock 04,194,728,26.65,93,7.07
STU071,Pinki Krishnan,4,2024-03-09,NEET Mock 04,189,728,25.96,94,6.06
STU055,Naman Iyer,4,2024-03-09,NEET Mock 04,173,728,23.76,95,5.05
STU044,Meena Tiwari,4,2024-03-09,NEET Mock 04,166,728,22.8,96,4.04
STU090,Neha Subramaniam,4,2024-03-09,NEET Mock 04,164,728,22.53,97,3.03
STU061,Ajay Chaturvedi,4,2024-03-09,NEET Mock 04,142,728,19.51,98,2.02
STU025,Advik Kumar,4,2024-03-09,NEET Mock 04,141,728,19.37,99,1.01
STU092,Lokesh Iyer,4,2024-03-09,NEET Mock 04,84,728,11.54,100,0.0
STU093,Ashish Tripathi,5,2024-03-27,NEET Mock 05,493,728,67.72,1,100.0
STU041,Karan Menon,5,2024-03-27,NEET Mock 05,482,728,66.21,2,98.99
STU018,Raj Saxena,5,2024-03-27,NEET Mock 05,428,728,58.79,3,97.98
STU043,Naman Gupta,5,2024-03-27,NEET Mock 05,408,728,56.04,4,96.97
STU057,Sneha Tiwari,5,2024-03-27,NEET Mock 05,406,728,55.77,5,95.96
STU014,Harsh Tripathi,5,2024-03-27,NEET Mock 05,403,728,55.36,6,94.95
STU015,Amit Menon,5,2024-03-27,NEET Mock 05,403,728,55.36,7,93.94
STU042,Vivaan Kumar,5,2024-03-27,NEET Mock 05,398,728,54.67,8,92.93
STU005,Shreya Iyer,5,2024-03-27,NEET Mock 05,390,728,53.57,9,91.92
STU033,Lokesh Singh,5,2024-03-27,NEET Mock 05,389,728,53.43,10,90.91
STU081,Vihaan Saxena,5,2024-03-27,NEET Mock 05,378,728,51.92,11,89.9
STU060,Suresh Agarwal,5,2024-03-27,NEET Mock 05,377,728,51.79,12,88.89
STU047,Avni Krishnan,5,2024-03-27,NEET Mock 05,372,728,51.1,13,87.88
STU003,Om Shukla,5,2024-03-27,NEET Mock 05,371,728,50.96,14,86.87
STU045,Anaya Iyer,5,2024-03-27,NEET Mock 05,369,728,50.69,15,85.86
STU036,Lakshay Tripathi,5,2024-03-27,NEET Mock 05,367,728,50.41,16,84.85
STU017,Ravi Tripathi,5,2024-03-27,NEET Mock 05,366,728,50.27,17,83.84
STU022,Krishna Joshi,5,2024-03-27,NEET Mock 05,365,728,50.14,18,82.83
STU048,Aadhya Shah,5,2024-03-27,NEET Mock 05,358,728,49.18,19,81.82
STU089,Pinki Saxena,5,2024-03-27,NEET Mock 05,356,728,48.9,20,80.81
STU059,Usha Sharma,5,2024-03-27,NEET Mock 05,355,728,48.76,21,79.8
STU062,Om Bhat,5,2024-03-27,NEET Mock 05,354,728,48.63,22,78.79
STU001,Rekha Kumar,5,2024-03-27,NEET Mock 05,350,728,48.08,23,77.78
STU049,Amit Joshi,5,2024-03-27,NEET Mock 05,350,728,48.08,24,76.77
STU038,Sandeep Dubey,5,2024-03-27,NEET Mock 05,346,728,47.53,25,75.76
STU066,Harsh Saxena,5,2024-03-27,NEET Mock 05,346,728,47.53,26,74.75
STU078,Pranav Mehta,5,2024-03-27,NEET Mock 05,346,728,47.53,27,73.74
STU075,Vihaan Kaur,5,2024-03-27,NEET Mock 05,342,728,46.98,28,72.73
STU016,Nisha Pandey,5,2024-03-27,NEET Mock 05,340,728,46.7,29,71.72
STU026,Parth Pillai,5,2024-03-27,NEET Mock 05,339,728,46.57,30,70.71
STU007,Kiara Subramaniam,5,2024-03-27,NEET Mock 05,336,728,46.15,31,69.7
STU021,Sneha Shah,5,2024-03-27,NEET Mock 05,334,728,45.88,32,68.69
STU032,Sumit Srivastava,5,2024-03-27,NEET Mock 05,334,728,45.88,33,67.68
STU064,Shaurya Gupta,5,2024-03-27,NEET Mock 05,333,728,45.74,34,66.67
STU079,Suresh Rao,5,2024-03-27,NEET Mock 05,333,728,45.74,35,65.66
STU088,Divya Sharma,5,2024-03-27,NEET Mock 05,332,728,45.6,36,64.65
STU028,Sunita Chaturvedi,5,2024-03-27,NEET Mock 05,329,728,45.19,37,63.64
STU040,Rohit Pandey,5,2024-03-27,NEET Mock 05,325,728,44.64,38,62.63
STU073,Arnav Tiwari,5,2024-03-27,NEET Mock 05,325,728,44.64,39,61.62
STU052,Naman Singh,5,2024-03-27,NEET Mock 05,324,728,44.51,40,60.61
STU063,Rohit Rao,5,2024-03-27,NEET Mock 05,324,728,44.51,41,59.6
STU096,Pratik Reddy,5,2024-03-27,NEET Mock 05,324,728,44.51,42,58.59
STU009,Gaurav Shah,5,2024-03-27,NEET Mock 05,323,728,44.37,43,57.58
STU004,Arnav Yadav,5,2024-03-27,NEET Mock 05,320,728,43.96,44,56.57
STU037,Priya Patel,5,2024-03-27,NEET Mock 05,320,728,43.96,45,55.56
STU077,Sai Patel,5,2024-03-27,NEET Mock 05,319,728,43.82,46,54.55
STU085,Puja Chaturvedi,5,2024-03-27,NEET Mock 05,319,728,43.82,47,53.54
STU012,Vishal Mehta,5,2024-03-27,NEET Mock 05,317,728,43.54,48,52.53
STU095,Arjun Tiwari,5,2024-03-27,NEET Mock 05,313,728,42.99,49,51.52
STU100,Kavya Shukla,5,2024-03-27,NEET Mock 05,313,728,42.99,50,50.51
STU039,Sandeep Gupta,5,2024-03-27,NEET Mock 05,307,728,42.17,51,49.49
STU029,Sumit Yadav,5,2024-03-27,NEET Mock 05,300,728,41.21,52,48.48
STU056,Diya Reddy,5,2024-03-27,NEET Mock 05,300,728,41.21,53,47.47
STU002,Akash Verma,5,2024-03-27,NEET Mock 05,298,728,40.93,54,46.46
STU035,Shreya Shah,5,2024-03-27,NEET Mock 05,293,728,40.25,55,45.45
STU083,Ritesh Menon,5,2024-03-27,NEET Mock 05,293,728,40.25,56,44.44
STU094,Savita Singh,5,2024-03-27,NEET Mock 05,293,728,40.25,57,43.43
STU069,Amit Sharma,5,2024-03-27,NEET Mock 05,291,728,39.97,58,42.42
STU010,Arjun Iyer,5,2024-03-27,NEET Mock 05,289,728,39.7,59,41.41
STU070,Aanya Verma,5,2024-03-27,NEET Mock 05,289,728,39.7,60,40.4
STU023,Krishna Bhat,5,2024-03-27,NEET Mock 05,288,728,39.56,61,39.39
STU076,Pratik Nair,5,2024-03-27,NEET Mock 05,287,728,39.42,62,38.38
STU097,Ishaan Verma,5,2024-03-27,NEET Mock 05,287,728,39.42,63,37.37
STU082,Anita Bhat,5,2024-03-27,NEET Mock 05,285,728,39.15,64,36.36
STU053,Sneha Reddy,5,2024-03-27,NEET Mock 05,284,728,39.01,65,35.35
STU054,Puja Bhat,5,2024-03-27,NEET Mock 05,284,728,39.01,66,34.34
STU099,Sai Bhat,5,2024-03-27,NEET Mock 05,284,728,39.01,67,33.33
STU008,Lata Pandey,5,2024-03-27,NEET Mock 05,281,728,38.6,68,32.32
STU027,Aanya Pandey,5,2024-03-27,NEET Mock 05,281,728,38.6,69,31.31
STU098,Gaurav Nair,5,2024-03-27,NEET Mock 05,274,728,37.64,70,30.3
STU046,Radha Iyer,5,2024-03-27,NEET Mock 05,271,728,37.23,71,29.29
STU072,Sunita Singh,5,2024-03-27,NEET Mock 05,270,728,37.09,72,28.28
STU006,Ritu Bhat,5,2024-03-27,NEET Mock 05,265,728,36.4,73,27.27
STU087,Pratik Menon,5,2024-03-27,NEET Mock 05,264,728,36.26,74,26.26
STU084,Navya Shah,5,2024-03-27,NEET Mock 05,262,728,35.99,75,25.25
STU080,Priya Krishnan,5,2024-03-27,NEET Mock 05,261,728,35.85,76,24.24
STU058,Varun Bhat,5,2024-03-27,NEET Mock 05,259,728,35.58,77,23.23
STU061,Ajay Chaturvedi,5,2024-03-27,NEET Mock 05,258,728,35.44,78,22.22
STU051,Aadhya Pandey,5,2024-03-27,NEET Mock 05,255,728,35.03,79,21.21
STU074,Diya Tripathi,5,2024-03-27,NEET Mock 05,255,728,35.03,80,20.2
STU013,Pinki Verma,5,2024-03-27,NEET Mock 05,254,728,34.89,81,19.19
STU020,Savita Saxena,5,2024-03-27,NEET Mock 05,251,728,34.48,82,18.18
STU071,Pinki Krishnan,5,2024-03-27,NEET Mock 05,251,728,34.48,83,17.17
STU011,Sunita Saxena,5,2024-03-27,NEET Mock 05,243,728,33.38,84,16.16
STU031,Pooja Yadav,5,2024-03-27,NEET Mock 05,237,728,32.55,85,15.15
STU065,Pawan Agarwal,5,2024-03-27,NEET Mock 05,231,728,31.73,86,14.14
STU091,Arnav Iyer,5,2024-03-27,NEET Mock 05,224,728,30.77,87,13.13
STU055,Naman Iyer,5,2024-03-27,NEET Mock 05,220,728,30.22,88,12.12
STU030,Tanvi Mehta,5,2024-03-27,NEET Mock 05,210,728,28.85,89,11.11
STU086,Dhruv Pillai,5,2024-03-27,NEET Mock 05,208,728,28.57,90,10.1
STU067,Puja Pillai,5,2024-03-27,NEET Mock 05,207,728,28.43,91,9.09
STU050,Lokesh Mehta,5,2024-03-27,NEET Mock 05,205,728,28.16,92,8.08
STU025,Advik Kumar,5,2024-03-27,NEET Mock 05,204,728,28.02,93,7.07
STU024,Kabir Pillai,5,2024-03-27,NEET Mock 05,203,728,27.88,94,6.06
STU034,Shaurya Mehta,5,2024-03-27,NEET Mock 05,199,728,27.34,95,5.05
STU092,Lokesh Iyer,5,2024-03-27,NEET Mock 05,190,728,26.1,96,4.04
STU019,Isha Bhat,5,2024-03-27,NEET Mock 05,179,728,24.59,97,3.03
STU090,Neha Subramaniam,5,2024-03-27,NEET Mock 05,179,728,24.59,98,2.02
STU068,Dev Joshi,5,2024-03-27,NEET Mock 05,169,728,23.21,99,1.01
STU044,Meena Tiwari,5,2024-03-27,NEET Mock 05,163,728,22.39,100,0.0
STU041,Karan Menon,6,2024-04-14,NEET Mock 06,464,728,63.74,1,100.0
STU042,Vivaan Kumar,6,2024-04-14,NEET Mock 06,455,728,62.5,2,98.99
STU093,Ashish Tripathi,6,2024-04-14,NEET Mock 06,452,728,62.09,3,97.98
STU036,Lakshay Tripathi,6,2024-04-14,NEET Mock 06,439,728,60.3,4,96.97
STU018,Raj Saxena,6,2024-04-14,NEET Mock 06,436,728,59.89,5,95.96
STU043,Naman Gupta,6,2024-04-14,NEET Mock 06,424,728,58.24,6,94.95
STU007,Kiara Subramaniam,6,2024-04-14,NEET Mock 06,414,728,56.87,7,93.94
STU038,Sandeep Dubey,6,2024-04-14,NEET Mock 06,404,728,55.49,8,92.93
STU017,Ravi Tripathi,6,2024-04-14,NEET Mock 06,397,728,54.53,9,91.92
STU009,Gaurav Shah,6,2024-04-14,NEET Mock 06,382,728,52.47,10,90.91
STU073,Arnav Tiwari,6,2024-04-14,NEET Mock 06,380,728,52.2,11,89.9
STU006,Ritu Bhat,6,2024-04-14,NEET Mock 06,377,728,51.79,12,88.89
STU070,Aanya Verma,6,2024-04-14,NEET Mock 06,377,728,51.79,13,87.88
STU014,Harsh Tripathi,6,2024-04-14,NEET Mock 06,376,728,51.65,14,86.87
STU047,Avni Krishnan,6,2024-04-14,NEET Mock 06,376,728,51.65,15,85.86
STU059,Usha Sharma,6,2024-04-14,NEET Mock 06,375,728,51.51,16,84.85
STU075,Vihaan Kaur,6,2024-04-14,NEET Mock 06,375,728,51.51,17,83.84
STU001,Rekha Kumar,6,2024-04-14,NEET Mock 06,373,728,51.24,18,82.83
STU033,Lokesh Singh,6,2024-04-14,NEET Mock 06,373,728,51.24,19,81.82
STU005,Shreya Iyer,6,2024-04-14,NEET Mock 06,369,728,50.69,20,80.81
STU064,Shaurya Gupta,6,2024-04-14,NEET Mock 06,360,728,49.45,21,79.8
STU015,Amit Menon,6,2024-04-14,NEET Mock 06,359,728,49.31,22,78.79
STU078,Pranav Mehta,6,2024-04-14,NEET Mock 06,359,728,49.31,23,77.78
STU056,Diya Reddy,6,2024-04-14,NEET Mock 06,357,728,49.04,24,76.77
STU022,Krishna Joshi,6,2024-04-14,NEET Mock 06,355,728,48.76,25,75.76
STU028,Sunita Chaturvedi,6,2024-04-14,NEET Mock 06,348,728,47.8,26,74.75
STU048,Aadhya Shah,6,2024-04-14,NEET Mock 06,347,728,47.66,27,73.74
STU016,Nisha Pandey,6,2024-04-14,NEET Mock 06,344,728,47.25,28,72.73
STU032,Sumit Srivastava,6,2024-04-14,NEET Mock 06,342,728,46.98,29,71.72
STU010,Arjun Iyer,6,2024-04-14,NEET Mock 06,341,728,46.84,30,70.71
STU060,Suresh Agarwal,6,2024-04-14,NEET Mock 06,337,728,46.29,31,69.7
STU088,Divya Sharma,6,2024-04-14,NEET Mock 06,337,728,46.29,32,68.69
STU097,Ishaan Verma,6,2024-04-14,NEET Mock 06,336,728,46.15,33,67.68
STU057,Sneha Tiwari,6,2024-04-14,NEET Mock 06,334,728,45.88,34,66.67
STU023,Krishna Bhat,6,2024-04-14,NEET Mock 06,333,728,45.74,35,65.66
STU062,Om Bhat,6,2024-04-14,NEET Mock 06,333,728,45.74,36,64.65
STU012,Vishal Mehta,6,2024-04-14,NEET Mock 06,332,728,45.6,37,63.64
STU063,Rohit Rao,6,2024-04-14,NEET Mock 06,332,728,45.6,38,62.63
STU049,Amit Joshi,6,2024-04-14,NEET Mock 06,328,728,45.05,39,61.62
STU003,Om Shukla,6,2024-04-14,NEET Mock 06,327,728,44.92,40,60.61
STU051,Aadhya Pandey,6,2024-04-14,NEET Mock 06,327,728,44.92,41,59.6
STU066,Harsh Saxena,6,2024-04-14,NEET Mock 06,327,728,44.92,42,58.59
STU100,Kavya Shukla,6,2024-04-14,NEET Mock 06,325,728,44.64,43,57.58
STU085,Puja Chaturvedi,6,2024-04-14,NEET Mock 06,322,728,44.23,44,56.57
STU046,Radha Iyer,6,2024-04-14,NEET Mock 06,318,728,43.68,45,55.56
STU083,Ritesh Menon,6,2024-04-14,NEET Mock 06,317,728,43.54,46,54.55
STU052,Naman Singh,6,2024-04-14,NEET Mock 06,316,728,43.41,47,53.54
STU053,Sneha Reddy,6,2024-04-14,NEET Mock 06,316,728,43.41,48,52.53
STU055,Naman Iyer,6,2024-04-14,NEET Mock 06,315,728,43.27,49,51.52
STU013,Pinki Verma,6,2024-04-14,NEET Mock 06,314,728,43.13,50,50.51
STU021,Sneha Shah,6,2024-04-14,NEET Mock 06,313,728,42.99,51,49.49
STU026,Parth Pillai,6,2024-04-14,NEET Mock 06,311,728,42.72,52,48.48
STU035,Shreya Shah,6,2024-04-14,NEET Mock 06,311,728,42.72,53,47.47
STU082,Anita Bhat,6,2024-04-14,NEET Mock 06,310,728,42.58,54,46.46
STU004,Arnav Yadav,6,2024-04-14,NEET Mock 06,308,728,42.31,55,45.45
STU087,Pratik Menon,6,2024-04-14,NEET Mock 06,307,728,42.17,56,44.44
STU089,Pinki Saxena,6,2024-04-14,NEET Mock 06,307,728,42.17,57,43.43
STU027,Aanya Pandey,6,2024-04-14,NEET Mock 06,303,728,41.62,58,42.42
STU074,Diya Tripathi,6,2024-04-14,NEET Mock 06,303,728,41.62,59,41.41
STU039,Sandeep Gupta,6,2024-04-14,NEET Mock 06,301,728,41.35,60,40.4
STU094,Savita Singh,6,2024-04-14,NEET Mock 06,301,728,41.35,61,39.39
STU040,Rohit Pandey,6,2024-04-14,NEET Mock 06,298,728,40.93,62,38.38
STU077,Sai Patel,6,2024-04-14,NEET Mock 06,295,728,40.52,63,37.37
STU054,Puja Bhat,6,2024-04-14,NEET Mock 06,289,728,39.7,64,36.36
STU095,Arjun Tiwari,6,2024-04-14,NEET Mock 06,289,728,39.7,65,35.35
STU096,Pratik Reddy,6,2024-04-14,NEET Mock 06,289,728,39.7,66,34.34
STU098,Gaurav Nair,6,2024-04-14,NEET Mock 06,289,728,39.7,67,33.33
STU037,Priya Patel,6,2024-04-14,NEET Mock 06,288,728,39.56,68,32.32
STU069,Amit Sharma,6,2024-04-14,NEET Mock 06,288,728,39.56,69,31.31
STU079,Suresh Rao,6,2024-04-14,NEET Mock 06,285,728,39.15,70,30.3
STU080,Priya Krishnan,6,2024-04-14,NEET Mock 06,284,728,39.01,71,29.29
STU019,Isha Bhat,6,2024-04-14,NEET Mock 06,280,728,38.46,72,28.28
STU020,Savita Saxena,6,2024-04-14,NEET Mock 06,277,728,38.05,73,27.27
STU099,Sai Bhat,6,2024-04-14,NEET Mock 06,269,728,36.95,74,26.26
STU002,Akash Verma,6,2024-04-14,NEET Mock 06,266,728,36.54,75,25.25
STU058,Varun Bhat,6,2024-04-14,NEET Mock 06,265,728,36.4,76,24.24
STU031,Pooja Yadav,6,2024-04-14,NEET Mock 06,260,728,35.71,77,23.23
STU081,Vihaan Saxena,6,2024-04-14,NEET Mock 06,260,728,35.71,78,22.22
STU076,Pratik Nair,6,2024-04-14,NEET Mock 06,257,728,35.3,79,21.21
STU008,Lata Pandey,6,2024-04-14,NEET Mock 06,255,728,35.03,80,20.2
STU050,Lokesh Mehta,6,2024-04-14,NEET Mock 06,255,728,35.03,81,19.19
STU045,Anaya Iyer,6,2024-04-14,NEET Mock 06,254,728,34.89,82,18.18
STU061,Ajay Chaturvedi,6,2024-04-14,NEET Mock 06,249,728,34.2,83,17.17
STU091,Arnav Iyer,6,2024-04-14,NEET Mock 06,249,728,34.2,84,16.16
STU024,Kabir Pillai,6,2024-04-14,NEET Mock 06,248,728,34.07,85,15.15
STU090,Neha Subramaniam,6,2024-04-14,NEET Mock 06,247,728,33.93,86,14.14
STU084,Navya Shah,6,2024-04-14,NEET Mock 06,238,728,32.69,87,13.13
STU029,Sumit Yadav,6,2024-04-14,NEET Mock 06,229,728,31.46,88,12.12
STU086,Dhruv Pillai,6,2024-04-14,NEET Mock 06,229,728,31.46,89,11.11
STU034,Shaurya Mehta,6,2024-04-14,NEET Mock 06,224,728,30.77,90,10.1
STU068,Dev Joshi,6,2024-04-14,NEET Mock 06,224,728,30.77,91,9.09
STU072,Sunita Singh,6,2024-04-14,NEET Mock 06,224,728,30.77,92,8.08
STU067,Puja Pillai,6,2024-04-14,NEET Mock 06,219,728,30.08,93,7.07
STU011,Sunita Saxena,6,2024-04-14,NEET Mock 06,205,728,28.16,94,6.06
STU065,Pawan Agarwal,6,2024-04-14,NEET Mock 06,203,728,27.88,95,5.05
STU044,Meena Tiwari,6,2024-04-14,NEET Mock 06,184,728,25.27,96,4.04
STU030,Tanvi Mehta,6,2024-04-14,NEET Mock 06,180,728,24.73,97,3.03
STU071,Pinki Krishnan,6,2024-04-14,NEET Mock 06,171,728,23.49,98,2.02
STU092,Lokesh Iyer,6,2024-04-14,NEET Mock 06,141,728,19.37,99,1.01
STU025,Advik Kumar,6,2024-04-14,NEET Mock 06,137,728,18.82,100,0.0
STU018,Raj Saxena,7,2024-05-02,NEET Mock 07,453,728,62.23,1,100.0
STU041,Karan Menon,7,2024-05-02,NEET Mock 07,435,728,59.75,2,98.99
STU043,Naman Gupta,7,2024-05-02,NEET Mock 07,433,728,59.48,3,97.98
STU017,Ravi Tripathi,7,2024-05-02,NEET Mock 07,431,728,59.2,4,96.97
STU093,Ashish Tripathi,7,2024-05-02,NEET Mock 07,425,728,58.38,5,95.96
STU005,Shreya Iyer,7,2024-05-02,NEET Mock 07,417,728,57.28,6,94.95
STU059,Usha Sharma,7,2024-05-02,NEET Mock 07,415,728,57.01,7,93.94
STU042,Vivaan Kumar,7,2024-05-02,NEET Mock 07,413,728,56.73,8,92.93
STU022,Krishna Joshi,7,2024-05-02,NEET Mock 07,412,728,56.59,9,91.92
STU014,Harsh Tripathi,7,2024-05-02,NEET Mock 07,405,728,55.63,10,90.91
STU078,Pranav Mehta,7,2024-05-02,NEET Mock 07,400,728,54.95,11,89.9
STU032,Sumit Srivastava,7,2024-05-02,NEET Mock 07,392,728,53.85,12,88.89
STU040,Rohit Pandey,7,2024-05-02,NEET Mock 07,390,728,53.57,13,87.88
STU049,Amit Joshi,7,2024-05-02,NEET Mock 07,390,728,53.57,14,86.87
STU036,Lakshay Tripathi,7,2024-05-02,NEET Mock 07,387,728,53.16,15,85.86
STU073,Arnav Tiwari,7,2024-05-02,NEET Mock 07,386,728,53.02,16,84.85
STU007,Kiara Subramaniam,7,2024-05-02,NEET Mock 07,382,728,52.47,17,83.84
STU015,Amit Menon,7,2024-05-02,NEET Mock 07,380,728,52.2,18,82.83
STU097,Ishaan Verma,7,2024-05-02,NEET Mock 07,377,728,51.79,19,81.82
STU003,Om Shukla,7,2024-05-02,NEET Mock 07,375,728,51.51,20,80.81
STU004,Arnav Yadav,7,2024-05-02,NEET Mock 07,374,728,51.37,21,79.8
